Table_Type	Family	Family_Link	Family_Note	Family_Note_Link	Family_Indicator	Alt	Alt_Note	Alt_Note_Link	Alt_Indicator	AN	AN_Link	AN_Note	AN_Note_Link	AN_Indicator	Name	Name_Note	Name_Note_Link	Name_Indicator	EC	EC_Links	EC_Note	EC_Note_Link	EC_Indicator	Organism	Organism_Note	Organism_Note_Link	Organism_Indicator	Cell_Loc	Cell_Loc_Note	Cell_Loc_Note_Link	Cell_Loc_Indicator	AAs	AAs_Note	AAs_Note_Link	AAs_Indicator	Structure	Structure_Note	Structure_Note_Link	Structure_Indicator	PDB_IDs	PDB_RCSB_Links	PDB_UniProt_Links	PDB_Note	PDB_Indicator	Km	Km_DOIs	Km_Note	Km_Indicator	Vmax	Vmax_DOIs	Vmax_Note	Vmax_Indicator	Kcat	Kcat_DOIs	Kcat_Note	Kcat_Indicator
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				A5UK11	https://www.uniprot.org/uniprotkb/A5UK11/entry				GATD_METS3				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Methanobrevibacter smithii				-				436				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				A4YHH3	https://www.uniprot.org/uniprotkb/A4YHH3/entry				GATD_METS5				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Metallosphaera sedula				-				439				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q2NEH1	https://www.uniprot.org/uniprotkb/Q2NEH1/entry				GATD_METST				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Methanosphaera stadtmanae				-				438				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				O26802	https://www.uniprot.org/uniprotkb/O26802/entry				GATD_METTH				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Methanothermobacter thermautotrophicus				-				435				Hetero tetramer	Has additional domain.		i	2D6F	https://www.rcsb.org/structure/2D6F															
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				A6UPR4	https://www.uniprot.org/uniprotkb/A6UPR4/entry				GATD_METVS				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Methanococcus vannielii				-				426				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				P61401	https://www.uniprot.org/uniprotkb/P61401/entry				GATD_NANEQ				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Nanoarchaeum equitans				-				392				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q9V0T9	https://www.uniprot.org/uniprotkb/Q9V0T9/entry				GATD_PYRAB				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Pyrococcus abyssi				-				438				Hetero tetramer	Has additional domain.		i	1ZQ1	https://www.rcsb.org/structure/1ZQ1															
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q8ZY04	https://www.uniprot.org/uniprotkb/Q8ZY04/entry				GATD_PYRAE				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Pyrobaculum aerophilum				-				417				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q8U0X0	https://www.uniprot.org/uniprotkb/Q8U0X0/entry				GATD_PYRFU				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Pyrococcus furiosus				-				438				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				O59132	https://www.uniprot.org/uniprotkb/O59132/entry				GATD_PYRHO				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Pyrococcus horikoshii				-				438				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q97ZH5	https://www.uniprot.org/uniprotkb/Q97ZH5/entry				GATD_SACS2				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Saccharolobus solfataricus				-				444				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q4J955	https://www.uniprot.org/uniprotkb/Q4J955/entry				GATD_SULAC				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Sulfolobus acidocaldarius				-				446				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				C3N5E7	https://www.uniprot.org/uniprotkb/C3N5E7/entry				GATD_SULIA				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Sulfolobus islandicus				-				445				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				C4KH13	https://www.uniprot.org/uniprotkb/C4KH13/entry				GATD_SULIK				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Sulfolobus islandicus				-				445				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				C3MPS1	https://www.uniprot.org/uniprotkb/C3MPS1/entry				GATD_SULIL				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Sulfolobus islandicus				-				445				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				C3MYR5	https://www.uniprot.org/uniprotkb/C3MYR5/entry				GATD_SULIM				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Sulfolobus islandicus				-				445				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				C3NHQ2	https://www.uniprot.org/uniprotkb/C3NHQ2/entry				GATD_SULIN				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Sulfolobus islandicus				-				445				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				C3NE01	https://www.uniprot.org/uniprotkb/C3NE01/entry				GATD_SULIY				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Sulfolobus islandicus				-				445				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q971W5	https://www.uniprot.org/uniprotkb/Q971W5/entry				GATD_SULTO				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Sulfurisphaera tokodaii				-				448				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q9HJJ5	https://www.uniprot.org/uniprotkb/Q9HJJ5/entry				GATD_THEAC				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Thermoplasma acidophilum				-				409				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q5JI77	https://www.uniprot.org/uniprotkb/Q5JI77/entry				GATD_THEKO				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Thermococcus kodakarensis				-				440				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				A1RX40	https://www.uniprot.org/uniprotkb/A1RX40/entry				GATD_THEPD				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Thermofilum pendens				-				451				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q979L8	https://www.uniprot.org/uniprotkb/Q979L8/entry				GATD_THEVO				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Thermoplasma volcanium				-				406				-																				
Swiss-Prot	1-5-14	/html-files/class1-family14.html				-				Q9U518	https://www.uniprot.org/uniprotkb/Q9U518/entry				ASPG_DIRIM				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Dirofilaria immitis				-				590				-																				
Swiss-Prot	1-5-14	/html-files/class1-family14.html				hAI				Q86U10	https://www.uniprot.org/uniprotkb/Q86U10/entry				LPP60_HUMAN				3.1.1.5;3.5.1.1;3.1.1.47	https://enzyme.expasy.org/EC/3.1.1.5;https://enzyme.expasy.org/EC/3.5.1.1;https://enzyme.expasy.org/EC/3.5.1.47				Homo sapiens				-				573				Monomer	At assay conditions, substrate-inducing effect on the oligomeric state. Has additional ankyrin repeats.		i						11.5	https://www.jbc.org/article/S0021-9258(20)38784-6/fulltext	S_0.5, allosteric enzyme	i					6.7	https://www.jbc.org/article/S0021-9258(20)38784-6/fulltext		
Swiss-Prot	1-5-14	/html-files/class1-family14.html				-				A0JNU3	https://www.uniprot.org/uniprotkb/A0JNU3/entry				LPP60_MOUSE				3.1.1.5;3.5.1.1;3.1.1.47	https://enzyme.expasy.org/EC/3.1.1.5;https://enzyme.expasy.org/EC/3.5.1.1;https://enzyme.expasy.org/EC/3.5.1.47				Mus musculus				-				564				-																				
Swiss-Prot	1-5-14	/html-files/class1-family14.html				-				O88202	https://www.uniprot.org/uniprotkb/O88202/entry				LPP60_RAT				3.1.1.5;3.5.1.1;3.1.1.47	https://enzyme.expasy.org/EC/3.1.1.5;https://enzyme.expasy.org/EC/3.5.1.1;https://enzyme.expasy.org/EC/3.5.1.47				Rattus norvegicus				-				564				-																				
Swiss-Prot	1-5-16	/html-files/class1-family16.html				EcAI	Identical sequences: P0A963, P0A962		i	P0A963	https://www.uniprot.org/uniprotkb/P0A963/entry				ASPG1_ECO57				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Escherichia coli	(O157:H7)		i	Cytoplasm				338				-																				
Swiss-Prot	1-5-16	/html-files/class1-family16.html				EcAI	Identical sequences: P0A963, P0A962		i	P0A962	https://www.uniprot.org/uniprotkb/P0A962/entry				ASPG1_ECOLI				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Escherichia coli	(strain K12)		i	Cytoplasm				338				Homo tetramer	dimer of two intimate dimers		i	2HIM	https://www.rcsb.org/structure/2HIM	https://www.uniprot.org/uniprotkb/P0A962/entry#structure			1.2;3.5	https://doi.org/10.1016/j.jmb.2007.03.061;https://doi.org/10.1128/jb.118.1.231-241.1974	S_0.5, allosteric enzyme	i								
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				Q56W64	https://www.uniprot.org/uniprotkb/Q56W64/entry				ASPG3_ARATH				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Arabidopsis thaliana				-				359				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				Q21697	https://www.uniprot.org/uniprotkb/Q21697/entry				ASPG_CAEEL				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Caenorhabditis elegans				Lysosome				363				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				B3MJ16	https://www.uniprot.org/uniprotkb/B3MJ16/entry				ASPG2_DROAN				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila ananassae				-				378				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				B3N6Y7	https://www.uniprot.org/uniprotkb/B3N6Y7/entry				ASPG1_DROER				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila erecta				-				396				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				B3NN96	https://www.uniprot.org/uniprotkb/B3NN96/entry				ASPG2_DROER				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila erecta				-				399				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				B4JVW6	https://www.uniprot.org/uniprotkb/B4JVW6/entry				ASPG1_DROGR				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila grimshawi				-				393				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				Q8MR45	https://www.uniprot.org/uniprotkb/Q8MR45/entry				ASPG1_DROME				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila melanogaster				-				393				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				Q9W2C3	https://www.uniprot.org/uniprotkb/Q9W2C3/entry				ASPG2_DROME				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila melanogaster				-				397				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				B4GGF2	https://www.uniprot.org/uniprotkb/B4GGF2/entry				ASPG1_DROPE				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila persimilis				-				388				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				B4GHE3	https://www.uniprot.org/uniprotkb/B4GHE3/entry				ASPG2_DROPE				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila persimilis				-				457				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				Q28Y14	https://www.uniprot.org/uniprotkb/Q28Y14/entry				ASPG1_DROPS				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila pseudoobscura				-				388				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				Q28XQ5	https://www.uniprot.org/uniprotkb/Q28XQ5/entry				ASPG2_DROPS				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila pseudoobscura				-				457				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				B4HT15	https://www.uniprot.org/uniprotkb/B4HT15/entry				ASPG1_DROSE				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila sechellia				-				393				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				B4I7X1	https://www.uniprot.org/uniprotkb/B4I7X1/entry				ASPG2_DROSE				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila sechellia				-				397				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				B4QHB1	https://www.uniprot.org/uniprotkb/B4QHB1/entry				ASPG1_DROSI				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila simulans				-				393				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				B4QGM0	https://www.uniprot.org/uniprotkb/B4QGM0/entry				ASPG2_DROSI				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila simulans				-				397				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				B4NWI1	https://www.uniprot.org/uniprotkb/B4NWI1/entry				ASPG1_DROYA				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila yakuba				-				396				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				B4P8E0	https://www.uniprot.org/uniprotkb/B4P8E0/entry				ASPG2_DROYA				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Drosophila yakuba				-				399				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				P20933	https://www.uniprot.org/uniprotkb/P20933/entry				ASPG_HUMAN				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Homo sapiens				Lysosome				346				Hetero tetramer / homo dimer				1APY	https://www.rcsb.org/structure/1APY	https://www.uniprot.org/uniprotkb/P20933/entry#structure			0.656	https://doi.org/10.1016/S0014-5793(97)00761-8	Sequence may not be exact match	i								
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				Q4R6C4	https://www.uniprot.org/uniprotkb/Q4R6C4/entry				ASPG_MACFA				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Macaca fascicularis				Lysosome				346				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				Q64191	https://www.uniprot.org/uniprotkb/Q64191/entry				ASPG_MOUSE				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Mus musculus				Lysosome				346				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				P30919	https://www.uniprot.org/uniprotkb/P30919/entry				ASPG_RAT				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Rattus norvegicus				Lysosome				345				-																				
Swiss-Prot	2-1-2	/html-files/class2-family2.html				-				O02467	https://www.uniprot.org/uniprotkb/O02467/entry				ASPG_SPOFR				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Spodoptera frugiperda				Lysosome				320				-									3.0	https://doi.org/10.1093/glycob/6.5.527										
Swiss-Prot	2-1-5	/html-files/class2-family5.html				-				Q47898	https://www.uniprot.org/uniprotkb/Q47898/entry				ASPG_ELIMR				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Elizabethkingia miricola				Periplasm				340				Hetero tetramer / homo dimer				1AYY	https://www.rcsb.org/structure/1AYY	https://www.uniprot.org/uniprotkb/Q47898/entry#structure														
Swiss-Prot	2-2-6	/html-files/class2-family6.html				-				Q8YQB1	https://www.uniprot.org/uniprotkb/Q8YQB1/entry				ASGX_NOSS1				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Nostoc sp.				-				318				-									2.0	https://doi.org/10.1042/bj3640129			2.2	https://doi.org/10.1042/bj3640129						
Swiss-Prot	2-2-6	/html-files/class2-family6.html				-				P74383	https://www.uniprot.org/uniprotkb/P74383/entry				ASGX_SYNY3				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Synechocystis sp.				-				329				-									0.66	https://doi.org/10.1042/bj3640129			1.6	https://doi.org/10.1042/bj3640129						
Swiss-Prot	2-3-7	/html-files/class2-family7.html				-				Q9P6N7	https://www.uniprot.org/uniprotkb/Q9P6N7/entry				TASP1_SCHPO				3.4.25.-	https://enzyme.expasy.org/EC/3.4.25.-				Schizosaccharomyces pombe				Cytoplasm				345				-																				
Swiss-Prot	2-3-8	/html-files/class2-family8.html				-				O65268	https://www.uniprot.org/uniprotkb/O65268/entry				TASP1_ARATH				3.4.25.-	https://enzyme.expasy.org/EC/3.4.25.-				Arabidopsis thaliana				-				408				-																				
Swiss-Prot	2-3-9	/html-files/class2-family9.html				Taspase1				Q9H6P5	https://www.uniprot.org/uniprotkb/Q9H6P5/entry				TASP1_HUMAN				3.4.25.-	https://enzyme.expasy.org/EC/3.4.25.-				Homo sapiens				-	Overexpressed in primary human cancers.	https://doi.org/10.1016/j.str.2021.03.008	i	420				Hetero tetramer / homo dimer / hexamer	Concentration dependent.		i	6VIN	https://www.rcsb.org/structure/6VIN	https://www.uniprot.org/uniprotkb/Q9H6P5/entry#structure														
Swiss-Prot	2-3-9	/html-files/class2-family9.html				-				Q8R1G1	https://www.uniprot.org/uniprotkb/Q8R1G1/entry				TASP1_MOUSE				3.4.25.-	https://enzyme.expasy.org/EC/3.4.25.-				Mus musculus				-				420				-																				
Swiss-Prot	2-4-10	/html-files/class2-family10.html				-				A3MUS8	https://www.uniprot.org/uniprotkb/A3MUS8/entry				ASPGP_PYRCJ				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Pyrobaculum calidifontis				-				299				Dimer	Determined from gel filtration		i						4.5	https://doi.org/10.1007/s12223-018-0656-6			355	https://doi.org/10.1007/s12223-018-0656-6			374.0	https://doi.org/10.1007/s12223-018-0656-6		
Swiss-Prot	2-4-10	/html-files/class2-family10.html				-				Q9V262	https://www.uniprot.org/uniprotkb/Q9V262/entry				ASPGP_PYRAB				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Pyrococcus abyssi				-				305				-									2.051	https://doi.org/10.1590/1519-6984.244735										
Swiss-Prot	2-4-10	/html-files/class2-family10.html				-				Q8U4E6	https://www.uniprot.org/uniprotkb/Q8U4E6/entry				ASPGP_PYRFU				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Pyrococcus furiosus				-				306				-																				
Swiss-Prot	2-4-10	/html-files/class2-family10.html				-				O57971	https://www.uniprot.org/uniprotkb/O57971/entry				ASPGP_PYRHO				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Pyrococcus horikoshii				-				305				-																				
Swiss-Prot	2-4-10	/html-files/class2-family10.html				-				Q5JHT1	https://www.uniprot.org/uniprotkb/Q5JHT1/entry				ASPGP_THEKO				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Thermococcus kodakarensis				-				306				Dimer	Determined from gel filtration		i						3.1	https://doi.org/10.1016/j.ijbiomac.2020.01.012			833	https://doi.org/10.1016/j.ijbiomac.2020.01.012						
Swiss-Prot	2-4-12	/html-files/class2-family12.html				-				Q32LE5	https://www.uniprot.org/uniprotkb/Q32LE5/entry				ASGL1_BOVIN				3.4.19.5;3.5.1.1	https://enzyme.expasy.org/EC/3.4.19.5;https://enzyme.expasy.org/EC/3.5.1.1				Bos taurus				Cytoplasm				308				-																				
Swiss-Prot	2-4-12	/html-files/class2-family12.html				-				Q5BKW9	https://www.uniprot.org/uniprotkb/Q5BKW9/entry				ASGL1_DANRE				3.4.19.5;3.5.1.1	https://enzyme.expasy.org/EC/3.4.19.5;https://enzyme.expasy.org/EC/3.5.1.1				Danio rerio				Cytoplasm				310				-																				
Swiss-Prot	2-4-12	/html-files/class2-family12.html				-				Q9VXT7	https://www.uniprot.org/uniprotkb/Q9VXT7/entry				ASGL1_DROME				3.4.19.5;3.5.1.1	https://enzyme.expasy.org/EC/3.4.19.5;https://enzyme.expasy.org/EC/3.5.1.1				Drosophila melanogaster				-				332				-																				
Swiss-Prot	2-4-12	/html-files/class2-family12.html				-				Q29I93	https://www.uniprot.org/uniprotkb/Q29I93/entry				ASGL1_DROPS				3.4.19.5;3.5.1.1	https://enzyme.expasy.org/EC/3.4.19.5;https://enzyme.expasy.org/EC/3.5.1.1				Drosophila pseudoobscura				-				325				-																				
Swiss-Prot	2-4-12	/html-files/class2-family12.html				-				Q7L266	https://www.uniprot.org/uniprotkb/Q7L266/entry				ASGL1_HUMAN				3.4.19.5;3.5.1.1	https://enzyme.expasy.org/EC/3.4.19.5;https://enzyme.expasy.org/EC/3.5.1.1				Homo sapiens				Cytoplasm				308				Hetero tetramer / homo dimer				4ZM9	https://www.rcsb.org/structure/4ZM9	https://www.uniprot.org/uniprotkb/Q7L266/entry#structure			3.4	 https://doi.org/10.1002/mrd.10092							6.9	 https://doi.org/10.1002/mrd.10092		
Swiss-Prot	2-4-12	/html-files/class2-family12.html				-				Q4R7U8	https://www.uniprot.org/uniprotkb/Q4R7U8/entry				ASGL1_MACFA				3.4.19.5;3.5.1.1	https://enzyme.expasy.org/EC/3.4.19.5;https://enzyme.expasy.org/EC/3.5.1.1				Macaca fascicularis				Cytoplasm				308				-																				
Swiss-Prot	2-4-12	/html-files/class2-family12.html				-				Q8C0M9	https://www.uniprot.org/uniprotkb/Q8C0M9/entry				ASGL1_MOUSE				3.4.19.5;3.5.1.1	https://enzyme.expasy.org/EC/3.4.19.5;https://enzyme.expasy.org/EC/3.5.1.1				Mus musculus				Cytoplasm				326				-																				
Swiss-Prot	2-4-12	/html-files/class2-family12.html				-				Q8VI04	https://www.uniprot.org/uniprotkb/Q8VI04/entry				ASGL1_RAT				3.4.19.5;3.5.1.1	https://enzyme.expasy.org/EC/3.4.19.5;https://enzyme.expasy.org/EC/3.5.1.1				Rattus norvegicus				Cytoplasm				333				-									2.4	https://doi.org/10.1046/j.1471-4159.2003.01766.x										
Swiss-Prot	2-4-12	/html-files/class2-family12.html				-				Q6GM78	https://www.uniprot.org/uniprotkb/Q6GM78/entry				ASGL1_XENLA				3.4.19.5;3.5.1.1	https://enzyme.expasy.org/EC/3.4.19.5;https://enzyme.expasy.org/EC/3.5.1.1				Xenopus laevis				Cytoplasm				309				-																				
Swiss-Prot	2-5-14	/html-files/class2-family14.html				-				P50287	https://www.uniprot.org/uniprotkb/P50287/entry				ASPGA_ARATH				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Arabidopsis thaliana				-				315				-									> 4	https://doi.org/10.1042/bj3640129										
Swiss-Prot	2-5-14	/html-files/class2-family14.html				-				Q8GXG1	https://www.uniprot.org/uniprotkb/Q8GXG1/entry				ASPGB_ARATH				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Arabidopsis thaliana				-				325				-																				
Swiss-Prot	2-5-14	/html-files/class2-family14.html				-				Q54WW4	https://www.uniprot.org/uniprotkb/Q54WW4/entry				ASGX_DICDI				3.4.19.5;3.5.1.1	https://enzyme.expasy.org/EC/3.4.19.5;https://enzyme.expasy.org/EC/3.5.1.1				Dictyostelium discoideum				-				346				-																				
Swiss-Prot	2-5-14	/html-files/class2-family14.html				EcAIII				P37595	https://www.uniprot.org/uniprotkb/P37595/entry				IAAA_ECOLI				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Escherichia coli				-				321				Hetero tetramer / homo dimer				1T3M	https://www.rcsb.org/structure/1T3M	https://www.uniprot.org/uniprotkb/P37595/entry#structure			3.9	https://doi.org/10.1111/j.1432-1033.2004.04254.x							0.28	https://doi.org/10.1111/j.1432-1033.2004.04254.x		
Swiss-Prot	2-5-14	/html-files/class2-family14.html				-				P50288	https://www.uniprot.org/uniprotkb/P50288/entry				ASPG_LUPAL				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Lupinus albus				-				325				-																				
Swiss-Prot	2-5-14	/html-files/class2-family14.html				-				P30364	https://www.uniprot.org/uniprotkb/P30364/entry				ASPG_LUPAN				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Lupinus angustifolius				-				325				-																				
Swiss-Prot	2-5-14	/html-files/class2-family14.html				-				P30362	https://www.uniprot.org/uniprotkb/P30362/entry				ASPG_LUPAR				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Lupinus arboreus				-				306				-																				
Swiss-Prot	2-5-14	/html-files/class2-family14.html				LlAIII				Q9ZSD6	https://www.uniprot.org/uniprotkb/Q9ZSD6/entry				ASPG_LUPLU				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Lupinus luteus				-				325				Hetero tetramer / homo dimer				2GEZ	https://www.rcsb.org/structure/2GEZ	https://www.uniprot.org/uniprotkb/Q9ZSD6/entry#structure			4.8	https://doi.org/10.1111/j.1432-1033.2004.04254.x							0.32	https://doi.org/10.1111/j.1432-1033.2004.04254.x		
Swiss-Prot	2-5-14	/html-files/class2-family14.html				-				Q7CQV5	https://www.uniprot.org/uniprotkb/Q7CQV5/entry				IAAA_SALTY				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Salmonella typhimurium				-				313				-																				
